Start_Time,End_Time,Wake_Sleep,Breathing_Rate_Deviation,Breathing_Rate_Variability,Num_Events,all_90th_percentile,variance,Sleep_Stage
2026/8/2 01:33,2026/8/2 01:36,0,7.008668679,0.005946123,1,20.94366868,20.50881178,0
2026/8/2 01:36,2026/8/2 01:39,0,6.192528398,0.002397474,1,20.1275284,8.652551845,0
2026/8/2 01:39,2026/8/2 01:42,0,4.992444795,0.00847445,0,18.92744479,10.9637007,0
2026/8/2 01:42,2026/8/2 01:45,1,6.403983051,0.00239491,0,20.33898305,8.99456916,2
2026/8/2 01:45,2026/8/2 01:48,1,6.362631885,0.00235937,1,20.29763189,9.775212027,2
2026/8/2 01:48,2026/8/2 01:51,1,4.274408194,0.002687913,0,18.20940819,6.404280442,2
2026/8/2 01:51,2026/8/2 01:54,1,5.616934827,0.003218979,1,19.55193483,9.556962778,2
2026/8/2 01:54,2026/8/2 01:57,1,4.888529412,0.002648916,0,18.82352941,10.26569728,2
2026/8/2 01:57,2026/8/2 02:00,1,5.801842105,0.003105201,0,19.73684211,10.68122906,2
2026/8/2 02:00,2026/8/2 02:03,1,3.647417582,0.002674792,0,17.58241758,7.915037017,2
2026/8/2 02:03,2026/8/2 02:06,1,4.435230805,0.009530622,1,18.37023081,12.19384604,2
2026/8/2 02:06,2026/8/2 02:09,1,5.893236967,0.005225095,2,19.82823697,12.68557755,2
2026/8/2 02:09,2026/8/2 02:12,1,5.016479522,NaN,1,18.95147952,NaN,2
2026/8/2 02:12,2026/8/2 02:15,0,3.086276596,0.002097383,1,17.0212766,4.917663181,0
2026/8/2 02:15,2026/8/2 02:18,1,4.018919794,0.007546654,0,17.95391979,5.292829392,2
2026/8/2 02:18,2026/8/2 02:21,1,4.717849741,NaN,1,18.65284974,NaN,2
2026/8/2 02:21,2026/8/2 02:24,1,6.39837511,NaN,2,20.33337511,NaN,2
2026/8/2 02:24,2026/8/2 02:27,1,2.654861751,0.00172653,0,16.58986175,3.983458844,2
2026/8/2 02:27,2026/8/2 02:30,1,5.801842105,0.003790649,1,19.73684211,9.551990231,2
2026/8/2 02:30,2026/8/2 02:33,1,8.793209579,0.005825794,0,22.72820958,16.39930923,2
2026/8/2 02:33,2026/8/2 02:36,1,2.818926702,0.003002379,0,16.7539267,6.648182657,2
2026/8/2 02:36,2026/8/2 02:39,1,4.357682927,NaN,2,18.29268293,NaN,2
2026/8/2 02:39,2026/8/2 02:42,1,8.922142857,NaN,0,22.85714286,NaN,2
2026/8/2 02:42,2026/8/2 02:45,1,3.935646766,0.002670382,0,17.87064677,6.151406946,2
2026/8/2 02:45,2026/8/2 02:48,0,5.411748298,NaN,2,19.3467483,NaN,0
2026/8/2 02:48,2026/8/2 02:51,1,4.498179724,0.006927173,2,18.43317972,11.96293096,2
2026/8/2 02:51,2026/8/2 02:54,1,5.155532344,0.004755379,2,19.09053234,12.83083931,1
2026/8/2 02:54,2026/8/2 02:57,1,4.756588785,0.004273981,1,18.69158879,7.573173548,1
2026/8/2 02:57,2026/8/2 03:00,1,4.661011232,0.001980185,0,18.59601123,5.417551285,1
2026/8/2 03:00,2026/8/2 03:03,1,2.731666667,0.004853521,2,16.66666667,7.358796466,2
2026/8/2 03:03,2026/8/2 03:06,1,4.529911932,0.007571428,0,18.46491193,12.84911928,2
2026/8/2 03:06,2026/8/2 03:09,1,4.669651163,NaN,0,18.60465116,NaN,2
2026/8/2 03:09,2026/8/2 03:12,1,5.640856444,NaN,2,19.57585644,NaN,2
2026/8/2 03:12,2026/8/2 03:15,1,7.445894966,0.002648811,0,21.38089497,10.09989091,2
2026/8/2 03:15,2026/8/2 03:18,1,5.801842105,0.002119346,0,19.73684211,5.492456906,2
2026/8/2 03:18,2026/8/2 03:21,1,5.801842105,0.002753017,0,19.73684211,11.83760008,2
2026/8/2 03:21,2026/8/2 03:24,1,4.076257036,0.004122706,0,18.01125704,8.251615645,2
2026/8/2 03:24,2026/8/2 03:27,1,7.608985637,0.00313944,0,21.54398564,10.15582532,2
2026/8/2 03:27,2026/8/2 03:30,1,5.577195122,0.009479703,0,19.51219512,11.00075759,2
2026/8/2 03:30,2026/8/2 03:33,1,4.583518519,0.002482824,0,18.51851852,7.58201897,2
2026/8/2 03:33,2026/8/2 03:36,1,4.903304553,0.005391686,0,18.83830455,9.265618376,2
