Start_Time,End_Time,Wake_Sleep,Breathing_Rate_Deviation,Breathing_Rate_Variability,Num_Events,all_90th_percentile,variance,Sleep_Stage
2026/5/28 03:45,2026/5/28 03:48,1,2.186588785,0.004108461,1,18.69158879,11.58970875,1
2026/5/28 03:48,2026/5/28 03:51,1,2.603280255,0.007879047,0,19.10828025,12.39177891,2
2026/5/28 03:51,2026/5/28 03:54,1,4.274220779,0.004748944,0,20.77922078,14.50830074,2
2026/5/28 03:54,2026/5/28 03:57,1,1.495,0.00388082,2,18,5.913185805,2
2026/5/28 03:57,2026/5/28 04:00,1,3.335257776,0.003278146,0,19.84025778,8.836291295,2
2026/5/28 04:00,2026/5/28 04:03,1,3.74991475,0.003549884,1,20.25491475,14.30538605,2
2026/5/28 04:03,2026/5/28 04:06,1,3.877165605,0.004524794,0,20.38216561,10.85090229,2
2026/5/28 04:06,2026/5/28 04:09,1,2.902008086,0.001817573,2,19.40700809,6.913548227,2
2026/5/28 04:09,2026/5/28 04:12,1,5.190286011,0.002274892,0,21.69528601,11.10366232,2
2026/5/28 04:12,2026/5/28 04:15,1,1.574096045,0.003171759,0,18.07909605,5.918570939,2
2026/5/28 04:15,2026/5/28 04:18,1,3.517653857,0.001620027,0,20.02265386,4.768581824,2
2026/5/28 04:18,2026/5/28 04:21,1,4.696413428,0.008715724,1,21.20141343,16.69953265,2
2026/5/28 04:21,2026/5/28 04:24,1,1.899907975,0.002771104,0,18.40490798,5.442753634,2
2026/5/28 04:24,2026/5/28 04:27,1,1.266598808,0.001912349,1,17.77159881,4.246460871,2
2026/5/28 04:27,2026/5/28 04:30,1,2.394702085,0.00258738,0,18.89970209,5.303609693,2
2026/5/28 04:30,2026/5/28 04:33,1,3.060217391,0.00546211,0,19.56521739,10.89407177,2
2026/5/28 04:33,2026/5/28 04:36,1,1.780714286,0.004111065,1,18.28571429,6.595314087,2
2026/5/28 04:36,2026/5/28 04:39,0,2.482341772,0.005705997,3,18.98734177,14.74383224,0
2026/5/28 04:39,2026/5/28 04:42,1,3.102843137,0.004765889,1,19.60784314,10.63682687,2
2026/5/28 04:42,2026/5/28 04:45,1,3.387314683,0.002467875,0,19.89231468,8.410945561,2
2026/5/28 04:45,2026/5/28 04:48,1,4.020148906,0.002425078,0,20.52514891,12.32849911,2
2026/5/28 04:48,2026/5/28 04:51,1,4.263566494,0.002808113,0,20.76856649,16.25936112,2
2026/5/28 04:51,2026/5/28 04:54,1,2.542619048,0.003413806,0,19.04761905,9.279435893,2
2026/5/28 04:54,2026/5/28 04:57,1,2.530079667,0.003776146,0,19.03507967,6.641183687,2
2026/5/28 04:57,2026/5/28 05:00,0,2.204960509,0.001671305,1,18.70996051,6.108037683,0
2026/5/28 05:00,2026/5/28 05:03,1,1.642448015,0.002887875,1,18.14744802,7.431140447,1
2026/5/28 05:03,2026/5/28 05:06,1,2.165371298,0.003734748,1,18.6703713,7.946062241,1
2026/5/28 05:06,2026/5/28 05:09,1,3.046934827,0.007345749,1,19.55193483,16.02716016,1
2026/5/28 05:09,2026/5/28 05:12,1,2.756637239,0.002064604,1,19.26163724,10.38587875,1
2026/5/28 05:12,2026/5/28 05:15,1,1.621888218,0.002012843,2,18.12688822,4.969869246,1
2026/5/28 05:15,2026/5/28 05:18,1,2.572901431,0.011460092,1,19.07790143,9.380253238,1
2026/5/28 05:18,2026/5/28 05:21,1,1.47252809,0.00564266,1,17.97752809,6.836984013,1
2026/5/28 05:21,2026/5/28 05:24,1,3.199433498,0.003973328,0,19.7044335,10.26493855,1
2026/5/28 05:24,2026/5/28 05:27,1,3.76527027,0.007326823,2,20.27027027,15.26400367,1
2026/5/28 05:27,2026/5/28 05:30,1,2.502399713,0.002626667,0,19.00739971,8.374707804,1
2026/5/28 05:30,2026/5/28 05:33,1,2.482341772,0.00510245,0,18.98734177,10.01200968,1
2026/5/28 05:33,2026/5/28 05:36,1,3.004085619,0.001695518,0,19.50908562,5.422460086,2
2026/5/28 05:36,2026/5/28 05:39,1,3.660904859,0.002928828,0,20.16590486,10.47843484,2
2026/5/28 05:39,2026/5/28 05:42,1,4.21442446,0.002498106,0,20.71942446,10.55030314,2
2026/5/28 05:42,2026/5/28 05:45,1,2.649103586,0.003685985,0,19.15410359,10.08746242,2
2026/5/28 05:45,2026/5/28 05:48,1,3.44341501,0.003136637,0,19.94841501,9.072017794,2
2026/5/28 05:48,2026/5/28 05:51,1,4.364565217,0.002876704,0,20.86956522,5.466939527,2
2026/5/28 05:51,2026/5/28 05:54,1,3.296980198,0.004496771,1,19.8019802,8.993936327,2
2026/5/28 05:54,2026/5/28 05:57,1,3.092846824,0.002757446,0,19.59784682,10.57713919,2
2026/5/28 05:57,2026/5/28 06:00,1,3.73108769,0.002901495,0,20.23608769,6.717301002,2
2026/5/28 06:00,2026/5/28 06:03,1,1.459071856,0.011197582,0,17.96407186,7.930536845,2
2026/5/28 06:03,2026/5/28 06:06,1,3.729423898,0.008698344,0,20.2344239,11.04274809,2
2026/5/28 06:06,2026/5/28 06:09,1,1.893894722,0.005639183,1,18.39889472,7.572591745,2
2026/5/28 06:09,2026/5/28 06:12,1,3.007195122,0.001660876,0,19.51219512,6.316247853,2
2026/5/28 06:12,2026/5/28 06:15,1,3.007195122,0.008378009,0,19.51219512,13.70942781,2
2026/5/28 06:15,2026/5/28 06:18,1,2.160290985,0.00614332,2,18.66529099,12.25047057,2
2026/5/28 06:18,2026/5/28 06:21,1,2.542619048,0.003707477,0,19.04761905,9.739975303,2
2026/5/28 06:21,2026/5/28 06:24,1,3.813419857,0.003545818,0,20.31841986,9.436241666,2
2026/5/28 06:24,2026/5/28 06:27,1,5.924906542,0.004738944,0,22.42990654,14.20500297,2
2026/5/28 06:27,2026/5/28 06:30,1,1.843623853,0.001782742,0,18.34862385,6.149645507,2
2026/5/28 06:30,2026/5/28 06:33,1,3.833983051,0.002730387,0,20.33898305,8.21337857,2
2026/5/28 06:33,2026/5/28 06:36,1,5.817097378,0.002856313,0,22.32209738,9.67620236,2
2026/5/28 06:36,2026/5/28 06:39,1,4.394854862,0.003911867,1,20.89985486,9.138159855,2
2026/5/28 06:39,2026/5/28 06:42,1,3.710647197,0.002520836,0,20.2156472,8.572008868,2
2026/5/28 06:42,2026/5/28 06:45,1,2.868512912,0.002479744,0,19.37351291,12.57147836,1
2026/5/28 06:45,2026/5/28 06:48,1,2.941122551,0.002741725,2,19.44612255,10.79258558,1
2026/5/28 06:48,2026/5/28 06:51,1,2.736179625,0.004467181,0,19.24117962,7.92569839,1
2026/5/28 06:51,2026/5/28 06:54,1,3.961183887,0.002736989,0,20.46618389,9.757095932,1
2026/5/28 06:54,2026/5/28 06:57,1,3.033670285,0.008197204,0,19.53867028,11.89293986,1
2026/5/28 06:57,2026/5/28 07:00,1,2.111327957,0.006921828,1,18.61632796,7.537874985,1
2026/5/28 07:00,2026/5/28 07:03,1,2.013518519,0.0020628,0,18.51851852,5.275431983,1
2026/5/28 07:03,2026/5/28 07:06,1,1.090307918,0.001491941,0,17.59530792,8.239629126,1
2026/5/28 07:06,2026/5/28 07:09,1,2.21574883,0.003290043,0,18.72074883,10.87233374,1
2026/5/28 07:09,2026/5/28 07:12,1,2.416521066,0.003069476,0,18.92152107,8.181576522,1
2026/5/28 07:12,2026/5/28 07:15,1,3.920531915,0.003810417,2,20.42553191,14.17295755,1
2026/5/28 07:15,2026/5/28 07:18,1,4.198948544,0.002509339,1,20.70394854,9.498396466,1
2026/5/28 07:18,2026/5/28 07:21,1,1.405447761,0.004477901,1,17.91044776,10.92332054,1
2026/5/28 07:21,2026/5/28 07:24,1,3.102843137,0.00994312,0,19.60784314,7.275229437,1
2026/5/28 07:24,2026/5/28 07:27,1,2.915710627,0.001655262,0,19.42071063,10.45016127,1
2026/5/28 07:27,2026/5/28 07:30,1,4.864806991,0.001517887,1,21.36980699,12.68438604,1
2026/5/28 07:30,2026/5/28 07:33,1,2.967616633,0.007016707,0,19.47261663,11.59845844,1
2026/5/28 07:33,2026/5/28 07:36,1,3.996948862,0.003917136,0,20.50194886,8.133084356,1
2026/5/28 07:36,2026/5/28 07:39,1,3.73108769,0.004498216,0,20.23608769,7.773272294,1
2026/5/28 07:39,2026/5/28 07:42,1,2.618505976,0.002666923,0,19.12350598,7.226536259,1
2026/5/28 07:42,2026/5/28 07:45,1,3.231842105,0.006319852,1,19.73684211,15.25096338,2
2026/5/28 07:45,2026/5/28 07:48,1,2.726679343,0.004011654,0,19.23167934,7.936638667,2
2026/5/28 07:48,2026/5/28 07:51,1,2.15751944,0.011316198,0,18.66251944,7.915975222,2
2026/5/28 07:51,2026/5/28 07:54,1,3.535201005,0.002679562,0,20.04020101,4.567844785,2
2026/5/28 07:54,2026/5/28 07:57,1,1.843623853,0.004014364,1,18.34862385,10.71805333,2
2026/5/28 07:57,2026/5/28 08:00,1,2.517457067,0.001819599,0,19.02245707,7.121902232,2
2026/5/28 08:00,2026/5/28 08:03,1,3.086003144,0.003634633,0,19.59100314,8.333932405,2
2026/5/28 08:03,2026/5/28 08:06,1,2.899943326,0.002539296,1,19.40494333,7.019021662,2
2026/5/28 08:06,2026/5/28 08:09,1,3.748164557,0.002542511,1,20.25316456,8.267298496,2
2026/5/28 08:09,2026/5/28 08:12,1,3.522816412,0.002207878,0,20.02781641,4.656736438,2
2026/5/28 08:12,2026/5/28 08:15,1,2.812498185,0.003901533,0,19.31749818,9.203451933,2
2026/5/28 08:15,2026/5/28 08:18,1,3.663067227,0.002072788,0,20.16806723,7.072967026,2
2026/5/28 08:18,2026/5/28 08:21,1,2.580487078,0.003231744,0,19.08548708,9.621839113,2
2026/5/28 08:21,2026/5/28 08:24,1,4.394854862,0.003488754,1,20.89985486,7.962920934,2
2026/5/28 08:24,2026/5/28 08:27,1,2.748682192,0.004102557,0,19.25368219,5.209256812,2
2026/5/28 08:27,2026/5/28 08:30,1,1.194115044,0.002798858,1,17.69911504,7.773012667,2
2026/5/28 08:30,2026/5/28 08:33,1,1.405447761,0.001965765,1,17.91044776,10.43547755,2
2026/5/28 08:33,2026/5/28 08:36,1,3.920531915,0.005733651,0,20.42553191,8.516920463,1
2026/5/28 08:36,2026/5/28 08:39,1,4.765310192,0.004959742,1,21.27031019,18.25282385,1
