Start_Time,End_Time,Wake_Sleep,Breathing_Rate_Deviation,Breathing_Rate_Variability,Num_Events,all_90th_percentile,variance,Sleep_Stage
2026/9/8 04:01,2026/9/8 04:04,1,NaN,NaN,0,NaN,NaN,2
2026/9/8 04:04,2026/9/8 04:07,1,NaN,NaN,0,NaN,NaN,2
2026/9/8 04:07,2026/9/8 04:10,1,NaN,NaN,0,NaN,NaN,2
2026/9/8 04:10,2026/9/8 04:13,1,NaN,NaN,0,NaN,NaN,2
2026/9/8 04:13,2026/9/8 04:16,1,NaN,NaN,0,NaN,NaN,2
2026/9/8 04:16,2026/9/8 04:19,1,NaN,NaN,0,NaN,NaN,2
2026/9/8 04:19,2026/9/8 04:22,1,NaN,NaN,0,NaN,NaN,2
2026/9/8 04:22,2026/9/8 04:25,0,NaN,NaN,0,NaN,NaN,0
2026/9/8 04:25,2026/9/8 04:28,1,NaN,NaN,0,NaN,NaN,2
2026/9/8 04:28,2026/9/8 04:31,1,NaN,NaN,0,NaN,NaN,2
2026/9/8 04:31,2026/9/8 04:34,1,NaN,NaN,0,NaN,NaN,2
2026/9/8 04:34,2026/9/8 04:37,1,4.666809956,0.004155825,0,18.81180996,8.836669419,2
2026/9/8 04:37,2026/9/8 04:40,1,NaN,NaN,0,NaN,NaN,2
2026/9/8 04:40,2026/9/8 04:43,1,NaN,NaN,0,NaN,NaN,2
2026/9/8 04:43,2026/9/8 04:46,1,NaN,NaN,0,NaN,NaN,2
2026/9/8 04:46,2026/9/8 04:49,1,NaN,NaN,0,NaN,NaN,2
2026/9/8 04:49,2026/9/8 04:52,1,NaN,NaN,0,NaN,NaN,2
2026/9/8 04:52,2026/9/8 04:55,1,NaN,NaN,0,NaN,NaN,2
2026/9/8 04:55,2026/9/8 04:58,1,NaN,NaN,0,NaN,NaN,2
2026/9/8 04:58,2026/9/8 05:01,1,NaN,NaN,0,NaN,NaN,2
2026/9/8 05:01,2026/9/8 05:04,1,3.407137643,0.003849567,0,17.55213764,7.493663942,2
2026/9/8 05:04,2026/9/8 05:07,1,NaN,NaN,0,NaN,NaN,2
2026/9/8 05:07,2026/9/8 05:10,1,NaN,NaN,0,NaN,NaN,2
2026/9/8 05:10,2026/9/8 05:13,1,NaN,NaN,0,NaN,NaN,2
2026/9/8 05:13,2026/9/8 05:16,1,NaN,NaN,0,NaN,NaN,2
2026/9/8 05:16,2026/9/8 05:19,1,NaN,NaN,0,NaN,NaN,2
2026/9/8 05:19,2026/9/8 05:22,1,NaN,NaN,0,NaN,NaN,2
2026/9/8 05:22,2026/9/8 05:25,1,NaN,NaN,0,NaN,NaN,2
2026/9/8 05:25,2026/9/8 05:28,1,NaN,NaN,0,NaN,NaN,2
2026/9/8 05:28,2026/9/8 05:31,1,NaN,NaN,0,NaN,NaN,2
2026/9/8 05:31,2026/9/8 05:34,1,1.101521739,NaN,1,13.04347826,NaN,2
2026/9/8 05:34,2026/9/8 05:37,1,NaN,NaN,0,NaN,NaN,2
2026/9/8 05:37,2026/9/8 05:40,1,NaN,NaN,0,NaN,NaN,2
2026/9/8 05:40,2026/9/8 05:43,1,NaN,NaN,0,NaN,NaN,1
2026/9/8 05:43,2026/9/8 05:46,1,NaN,NaN,0,NaN,NaN,1
2026/9/8 05:46,2026/9/8 05:49,1,NaN,NaN,0,NaN,NaN,1
2026/9/8 05:49,2026/9/8 05:52,1,NaN,NaN,0,NaN,NaN,1
2026/9/8 05:52,2026/9/8 05:55,1,3.866257036,0.001474831,0,18.01125704,4.687960617,1
2026/9/8 05:55,2026/9/8 05:58,1,3.659154303,0.001513108,0,17.8041543,4.342941101,1
2026/9/8 05:58,2026/9/8 06:01,1,NaN,NaN,0,NaN,NaN,1
2026/9/8 06:01,2026/9/8 06:04,1,3.469678899,NaN,0,17.6146789,NaN,1
2026/9/8 06:04,2026/9/8 06:07,1,NaN,NaN,0,NaN,NaN,2
2026/9/8 06:07,2026/9/8 06:10,1,NaN,NaN,0,NaN,NaN,2
2026/9/8 06:10,2026/9/8 06:13,1,6.349847365,0.002903093,2,20.49484737,9.989834058,2
2026/9/8 06:13,2026/9/8 06:16,1,NaN,NaN,0,NaN,NaN,2
2026/9/8 06:16,2026/9/8 06:19,1,NaN,NaN,0,NaN,NaN,2
2026/9/8 06:19,2026/9/8 06:22,1,NaN,NaN,0,NaN,NaN,2
2026/9/8 06:22,2026/9/8 06:25,1,NaN,NaN,0,NaN,NaN,2
2026/9/8 06:25,2026/9/8 06:28,1,NaN,NaN,0,NaN,NaN,2
2026/9/8 06:28,2026/9/8 06:31,1,NaN,NaN,0,NaN,NaN,2
2026/9/8 06:31,2026/9/8 06:34,1,NaN,NaN,0,NaN,NaN,2
2026/9/8 06:34,2026/9/8 06:37,1,6.057020202,0.001264795,0,20.2020202,8.359625359,2
2026/9/8 06:37,2026/9/8 06:40,1,2.126186441,0.001415907,0,16.27118644,4.524876732,2
2026/9/8 06:40,2026/9/8 06:43,1,4.940487078,0.009290296,2,19.08548708,10.86973986,2
2026/9/8 06:43,2026/9/8 06:46,1,NaN,NaN,0,NaN,NaN,2
2026/9/8 06:46,2026/9/8 06:49,1,NaN,NaN,0,NaN,NaN,2
2026/9/8 06:49,2026/9/8 06:52,1,5.106336898,0.006567905,0,19.2513369,6.398757395,2
2026/9/8 06:52,2026/9/8 06:55,1,NaN,NaN,0,NaN,NaN,2
2026/9/8 06:55,2026/9/8 06:58,1,NaN,NaN,0,NaN,NaN,2
2026/9/8 06:58,2026/9/8 07:01,1,NaN,NaN,0,NaN,NaN,2
2026/9/8 07:01,2026/9/8 07:04,1,NaN,NaN,0,NaN,NaN,2
2026/9/8 07:04,2026/9/8 07:07,1,NaN,NaN,0,NaN,NaN,2
2026/9/8 07:07,2026/9/8 07:10,1,NaN,NaN,0,NaN,NaN,2
2026/9/8 07:10,2026/9/8 07:13,1,NaN,NaN,0,NaN,NaN,2
2026/9/8 07:13,2026/9/8 07:16,1,5.755497512,0.002823795,0,19.90049751,4.876884674,2
2026/9/8 07:16,2026/9/8 07:19,1,NaN,NaN,0,NaN,NaN,2
